t1,t2,t3,t4,t5,t6,brs
75,20,11,81,59,88,476
65,29,10,15,6,73,480
61,40,91,40,96,97,469
94,25,78,60,60,64,436
94,72,33,77,57,58,430
61,57,40,66,56,79,384
66,79,25,12,77,29,459
44,61,100,11,30,23,455
54,30,88,85,44,1,455
71,48,22,38,64,41,388
2,53,13,21,33,9,476
72,65,95,7,35,29,464
76,85,33,36,42,63,416
4,35,76,12,84,55,467
39,8,87,38,31,96,469
71,83,94,47,42,34,428
35,89,32,40,77,7,454
93,17,78,34,91,11,503
95,52,98,54,20,18,465
72,24,91,9,70,16,487
23,16,93,98,51,1,505
55,26,14,86,99,71,475
22,38,45,81,26,83,435
91,48,66,59,68,70,411
54,37,55,89,5,85,445
56,21,62,20,57,9,428
16,16,0,10,86,55,501
81,91,89,61,84,83,495
44,11,37,28,95,13,463
8,59,34,22,15,33,448
20,68,78,13,47,4,464
70,93,56,5,35,91,474
99,42,41,44,24,56,406
61,11,85,17,95,66,483
12,96,69,78,21,54,468
78,41,34,25,55,83,419
77,72,66,82,15,35,451
76,64,42,16,36,28,420
55,38,96,16,50,86,437
47,100,48,75,8,67,442
52,79,53,67,7,60,409
94,61,69,85,21,26,466
80,26,81,36,22,45,434
85,68,32,93,31,70,457
80,59,17,92,52,53,424
15,5,49,54,38,9,439
47,95,94,71,34,20,462
32,53,44,55,5,12,417
36,9,98,14,99,94,535
90,87,28,25,23,88,492
35,88,77,83,83,39,461
36,60,10,57,50,22,402
42,48,56,43,91,53,370
46,17,49,24,8,90,447
75,91,8,28,15,17,500
46,92,49,82,9,38,434
64,47,89,85,23,66,438
60,37,28,0,83,83,464
49,13,47,28,15,10,438
66,8,69,63,80,14,460
26,75,62,86,60,1,460
8,73,53,11,76,65,452
44,8,95,91,69,9,497
44,11,84,86,59,17,460
90,22,96,65,85,13,505
88,69,66,51,12,53,420
66,76,13,66,96,56,452
35,49,58,24,42,79,389
24,56,91,10,82,36,462
50,61,59,43,47,39,344
73,67,19,57,21,94,455
29,99,18,17,37,90,490
65,91,76,46,48,2,439
37,56,10,24,74,27,434
13,30,42,41,61,27,409
56,63,77,12,3,15,469
28,30,50,97,71,21,442
58,48,64,2,20,23,431
96,33,34,43,86,67,442
4,97,82,18,70,36,494
15,73,82,93,30,95,502
32,83,82,75,86,28,470
5,82,78,17,81,87,510
8,24,55,32,19,27,446
28,22,69,15,94,74,475
16,88,37,9,66,65,460
68,70,54,14,72,62,417
52,32,12,59,41,28,400
60,25,33,22,18,28,435
57,10,76,41,80,73,439
47,93,47,69,40,68,399
77,31,0,34,16,97,495
55,76,81,6,86,88,485
98,3,99,93,5,80,566
67,74,77,82,49,77,433
34,91,80,44,94,5,485
36,34,70,47,56,55,367
65,85,27,46,23,2,454
76,61,16,29,4,26,464
81,99,75,60,51,64,436
52,33,63,47,33,35,369
19,33,45,35,76,96,442
98,88,66,1,41,7,506
9,60,97,26,32,36,456
59,11,69,66,61,88,437
58,24,93,66,57,9,445
36,45,18,54,4,96,449
98,34,69,9,42,93,478
36,25,77,26,32,26,433
66,50,69,59,25,6,417
64,91,4,84,23,67,483
31,32,46,11,97,91,470
3,15,28,11,72,58,475
23,24,19,9,65,0,491
32,78,54,5,70,48,420
51,88,19,64,64,50,403
32,74,2,59,43,20,438
54,77,52,55,8,15,419
52,61,75,90,44,70,409
51,67,7,28,55,37,404
91,23,31,11,75,44,459
33,42,27,22,84,85,447
33,91,90,71,47,46,429
12,75,23,5,40,90,487
19,15,6,19,39,23,479
65,66,91,20,77,74,458
84,77,54,73,21,87,459
53,93,74,56,63,10,434
86,99,93,79,33,90,519
51,47,54,57,84,79,383
81,24,38,14,66,37,436
24,35,46,36,84,38,406
58,6,21,92,72,84,483
84,97,3,71,75,30,498
53,48,19,69,99,49,408
97,5,27,86,21,16,516
73,6,32,33,32,75,447
48,24,28,15,7,91,470
62,45,10,69,95,72,447
74,20,51,86,20,96,471
35,10,40,60,9,17,450
62,54,29,32,20,11,426
26,67,36,64,51,0,423
82,45,12,70,7,41,449
13,7,80,37,20,19,485
31,42,10,32,16,41,428
24,24,2,2,71,54,475
38,29,60,88,50,93,428
2,17,3,25,79,50,484
75,22,22,2,73,52,457
78,87,15,58,71,58,442
33,78,22,13,16,97,493
87,30,71,89,73,51,446
30,96,88,98,91,32,515
63,39,30,96,29,46,417
41,49,95,34,44,94,423
71,34,53,77,35,48,387
10,52,64,18,16,18,456
65,3,56,9,48,74,438
43,54,53,29,13,27,397
59,71,36,20,12,32,432
47,17,66,86,7,76,460
78,50,60,89,57,66,406
93,75,81,10,95,39,499
96,13,30,50,73,69,449
87,18,16,30,30,30,464
39,31,3,11,77,14,480
59,75,13,12,61,77,451
42,35,3,10,89,44,456
43,2,79,28,43,19,445
39,30,46,95,9,69,442
47,42,77,19,99,60,431
35,61,20,16,51,22,421
35,65,78,96,20,24,463
47,15,21,5,32,49,431
54,87,74,57,35,51,393
43,4,41,24,69,77,436
30,48,34,2,31,76,432
14,25,59,1,53,85,460
20,73,66,80,91,64,459
80,37,90,44,35,35,421
83,15,25,20,0,38,486
95,55,16,81,80,69,469
45,6,0,96,98,40,505
45,92,87,10,42,29,455
84,14,86,34,57,67,450
50,40,18,65,3,77,434
30,75,57,71,40,71,408
93,58,81,31,29,60,436
30,71,74,39,60,9,430
59,52,71,49,10,9,417
75,53,44,31,59,36,379
36,28,55,39,93,22,425
94,63,53,13,62,77,441
63,8,13,55,60,93,454
38,95,87,79,97,56,481
55,18,34,21,44,45,394
27,30,90,16,45,93,467
3,29,49,36,16,2,465
93,72,17,20,92,30,493
90,1,27,27,74,45,466
61,21,75,30,83,27,444
95,47,37,38,16,47,411
45,33,31,45,31,24,391
2,60,24,58,28,6,460
39,26,46,94,81,59,426
68,80,86,92,72,89,493
89,78,36,98,59,53,446
69,8,80,37,6,86,487
55,0,81,26,57,34,436
30,25,18,11,85,72,475
79,55,63,87,97,15,471
27,27,96,59,46,10,447
94,3,85,68,30,1,516
92,70,84,18,81,26,487
46,96,19,23,57,43,424
78,8,62,96,4,29,498
20,65,72,66,52,79,419
59,9,36,62,70,14,435
78,89,76,59,76,60,444
3,16,91,72,14,90,523
97,81,62,8,41,39,455
39,1,83,31,35,84,463
81,24,56,18,31,78,445
19,82,15,19,2,22,506
70,50,26,62,76,46,390
98,66,80,59,22,37,448
44,9,76,42,12,78,449
57,52,55,64,80,0,413
20,77,46,36,11,26,439
3,97,87,47,69,80,487
58,86,74,82,18,67,454
62,9,52,12,52,83,432
84,45,28,94,57,65,431
0,9,81,63,72,66,477
62,99,46,80,74,16,457
92,42,48,73,24,34,419
65,67,33,66,76,30,415
5,98,24,74,72,35,483
75,77,1,63,15,80,483
23,6,59,28,54,58,417
99,62,62,26,42,43,415
19,21,93,89,62,2,505
48,56,15,12,32,79,430
91,64,95,55,7,20,482
75,44,56,14,24,98,450
40,66,14,91,46,96,456
32,88,62,59,12,66,435
93,7,7,14,18,36,512
47,22,50,31,99,23,428
43,39,5,75,44,13,432
89,1,78,21,17,14,516
20,61,52,8,61,84,434
4,38,1,50,51,60,421
61,24,74,24,86,36,440
88,40,2,35,75,95,484
8,54,63,39,94,16,451
14,70,90,0,10,11,527
38,9,20,12,58,57,438
71,5,10,12,40,70,476
99,36,63,63,37,50,406
59,89,97,45,28,31,444
98,90,55,29,62,36,444
48,41,24,40,6,33,408
35,56,81,5,62,97,460
88,65,30,38,85,82,456
0,25,57,8,75,12,489
21,64,51,5,80,78,451
57,83,2,47,4,30,459
82,54,17,89,38,50,424
60,7,89,88,13,96,517
9,7,49,42,64,18,440
10,51,70,36,20,68,426
97,12,79,0,26,87,528
1,27,5,75,61,72,478
69,10,5,95,50,56,459
98,97,57,14,73,79,495
1,51,13,50,1,55,444
89,25,69,56,79,62,435
81,80,53,45,37,12,423
31,53,28,79,79,96,452
42,84,66,57,83,67,420
14,86,22,30,34,64,452
97,70,99,95,97,29,534
18,4,29,38,17,17,477
26,14,93,41,30,98,482
87,34,44,89,47,0,453
24,0,40,26,48,14,448
8,25,2,91,46,83,495
52,32,96,3,46,39,430
8,27,96,31,99,67,499
28,79,76,91,91,39,474
81,99,65,8,80,17,504
75,82,52,11,44,80,438
30,45,58,20,94,59,419
98,48,59,79,62,48,406
7,73,36,61,25,60,429
18,69,47,85,52,65,410
22,44,23,93,8,99,497
70,42,74,31,48,70,396
10,77,49,73,43,54,405
19,73,55,58,43,69,397
56,23,23,19,44,13,435
53,39,41,98,77,28,423
85,56,82,16,25,87,473
79,39,12,25,14,33,457
79,55,42,69,60,90,416
4,80,3,1,62,60,497
11,59,42,71,7,88,461
41,55,60,9,44,42,381
33,87,8,22,30,36,459
90,67,64,37,50,49,389
81,43,67,60,16,67,420
55,50,17,4,42,98,443
1,51,44,36,43,67,396
59,61,80,71,86,21,441
46,57,79,47,42,93,397
48,28,14,56,0,14,453
38,35,83,63,14,99,461
36,27,25,14,61,4,456
97,43,68,73,47,52,404
79,35,70,48,35,5,428
45,22,53,17,91,16,446
13,76,59,73,65,79,444
66,7,94,31,60,35,450
49,34,92,72,10,55,429
28,50,17,95,33,76,446
32,37,73,47,30,38,390
21,50,69,66,97,14,451
85,68,23,63,24,72,445
61,52,14,5,5,87,479
55,94,58,68,20,95,455
70,57,86,38,1,16,461
52,50,44,57,72,98,390
79,91,39,69,49,77,432
80,28,14,24,39,83,460
96,95,91,62,28,40,480
79,3,48,57,65,59,413
96,91,65,1,63,78,497
73,72,64,80,25,23,445
77,28,27,12,27,27,457
45,58,46,32,69,92,399
74,34,95,73,10,93,495
28,96,24,99,65,67,479
39,95,94,39,91,22,483
13,67,55,5,90,69,467
52,49,14,53,70,89,405
86,36,49,71,34,23,417
52,58,63,48,43,35,350
91,19,57,15,97,35,479
9,16,42,64,71,50,421
68,35,44,24,88,64,420
2,52,8,97,38,48,455
79,96,54,47,81,68,436
10,76,28,95,76,75,488
87,34,31,57,39,47,395
93,89,10,98,19,60,515
63,15,50,70,7,52,417
68,53,54,42,4,62,395
3,32,88,1,89,37,506
61,39,98,29,77,86,458
51,72,85,81,92,97,484
46,71,87,56,7,85,450
23,68,61,5,2,18,483
37,35,21,9,17,45,436
19,16,87,4,63,95,509
57,36,62,6,25,43,411
13,38,38,81,48,29,416
90,48,2,22,96,15,501
39,9,36,90,54,72,435
0,65,8,22,18,95,514
42,98,43,74,82,91,464
89,96,99,17,66,48,489
89,52,78,49,59,65,399
4,3,2,89,8,57,531
16,63,93,51,86,86,468
34,59,67,44,33,13,404
85,32,78,24,44,57,423
94,59,25,30,68,28,441
5,44,44,90,27,42,429
69,9,39,11,33,20,458
21,74,26,65,53,62,411
86,16,34,91,7,12,510
17,2,73,63,88,24,484
50,8,6,59,68,30,436
27,41,22,64,22,20,433
42,9,39,75,95,0,482
36,6,8,80,6,88,514
49,31,59,54,82,36,382
73,45,39,79,95,16,450
16,63,43,68,94,9,460
43,32,62,12,24,99,452
74,82,6,80,17,95,512
65,17,10,16,56,52,433
97,41,85,99,96,56,497
37,87,92,78,36,3,484
39,54,50,96,2,46,416
37,64,79,44,24,60,401
75,84,90,14,13,67,493
44,78,82,29,42,62,410
78,14,88,45,33,32,444
32,53,83,32,36,14,424
73,96,63,12,2,17,504
14,66,82,44,92,32,453
21,18,84,95,8,78,513
66,88,55,33,71,36,415
64,1,51,50,49,4,414
28,60,45,30,35,21,402
57,30,43,60,75,11,411
17,45,79,96,63,2,477
1,21,3,31,14,91,522
87,33,60,14,7,49,446
52,27,97,55,10,36,434
87,65,92,8,28,65,477
25,34,55,86,32,41,411
34,84,98,31,37,87,470
52,11,13,15,87,67,470
42,56,9,57,94,78,438
7,33,83,96,23,56,475
34,40,28,71,63,49,385
27,14,63,71,5,31,459
16,32,12,24,38,11,467
10,40,71,33,64,57,412
78,72,64,31,68,47,408
89,85,5,91,40,5,518
34,82,18,40,72,3,461
54,7,78,17,21,12,477
84,77,28,9,69,20,476
11,33,31,91,51,72,442
10,85,84,87,6,45,498
11,60,10,52,62,98,455
46,96,65,32,66,29,423
39,86,77,99,83,12,498
72,71,58,60,98,20,444
36,89,43,27,92,98,476
26,20,9,41,60,99,465
85,16,49,89,58,16,454
7,37,97,36,18,43,457
80,33,11,7,76,50,458
6,78,88,35,74,67,470
19,47,98,67,62,90,455
55,71,27,78,65,96,443
94,15,93,76,81,5,528
52,52,18,61,25,8,417
14,47,64,88,21,51,424
2,39,99,96,9,14,533
30,76,47,74,0,62,438
42,35,72,84,71,28,425
45,5,62,66,69,77,428
95,81,93,91,90,25,530
30,11,1,5,74,74,503
94,70,12,8,60,41,466
28,87,47,61,64,27,413
15,52,78,9,86,83,479
57,16,52,57,50,60,365
46,24,41,33,31,14,411
47,95,37,21,17,51,426
20,93,15,6,15,28,510
0,17,42,8,44,66,456
87,23,1,65,91,86,509
69,84,66,11,98,46,464
26,95,44,50,72,49,401
46,46,76,6,50,52,383
55,83,27,5,27,53,435
7,86,29,25,42,39,445
43,48,81,5,32,81,436
60,93,41,38,37,61,401
10,50,68,91,85,74,463
99,50,74,90,37,60,441
53,70,29,68,39,20,406
54,45,40,38,23,31,378
44,44,35,27,28,23,399
78,43,26,43,29,33,405
91,47,45,77,53,7,425
78,44,22,37,43,86,420
1,80,8,34,44,16,478
55,70,93,94,25,78,470
68,47,89,55,11,3,454
79,51,87,49,89,52,414
86,84,93,75,80,53,477
43,30,59,85,72,53,400
55,85,74,79,15,37,445
55,1,90,28,96,52,468
75,88,72,18,96,53,471
91,41,85,75,38,87,463
19,6,34,39,77,83,464
13,35,61,92,9,36,462
94,24,65,70,18,6,484
84,29,46,24,20,31,435
69,50,41,29,57,39,370
93,31,50,57,64,34,403
50,39,75,27,12,97,447
93,83,57,9,98,38,488
13,68,7,87,36,0,501
22,66,41,2,50,57,411
44,73,16,20,35,59,419
51,48,1,2,78,86,467
73,30,90,26,43,34,432
78,40,56,38,98,97,455
67,48,94,6,94,74,479
79,25,84,51,81,84,459
42,38,1,85,2,44,459
63,51,47,30,53,70,364
19,52,26,13,76,77,450
95,56,65,72,30,71,434
59,66,33,16,3,59,435
78,3,8,86,70,43,483
58,100,55,94,87,45,454
92,21,36,47,85,59,435
41,59,45,39,33,2,400
56,65,0,90,93,9,499
40,54,25,92,90,93,468
69,7,17,9,39,29,469
71,94,14,97,20,44,487
92,79,90,11,4,35,514
14,94,97,21,27,41,490
0,39,50,25,7,7,473
23,94,33,85,57,49,434
57,33,29,11,21,60,425
15,91,34,43,39,75,437
79,15,19,50,0,68,466
76,30,43,65,7,76,440
42,94,32,53,31,32,412
67,62,58,95,98,38,447
75,33,12,36,83,30,449
64,47,93,73,24,27,435
41,82,61,67,78,32,419
19,40,19,65,30,49,409
76,24,96,16,81,22,494
6,37,95,37,45,20,451
44,63,34,8,15,40,423
34,34,87,19,67,56,426
81,32,2,21,18,75,485
17,51,24,77,61,34,417
85,76,62,26,11,7,482
68,9,13,7,50,54,446
93,74,63,22,23,5,483
66,14,84,46,72,10,455
21,54,75,71,45,27,410
11,45,64,97,54,2,460
34,28,53,57,66,92,410
71,68,29,8,18,16,470
13,67,73,23,26,12,468
69,47,18,53,85,45,400
3,36,70,81,78,26,467
83,86,5,96,70,60,495
30,91,4,22,32,3,501
49,11,21,20,39,71,432
25,36,3,95,71,67,472
17,43,25,60,6,31,439
76,15,66,69,71,16,455
21,74,69,70,60,92,449
11,23,31,45,10,94,475
60,23,52,44,87,28,407
2,53,61,88,85,24,465
64,69,45,97,45,89,433
90,16,81,43,98,57,471
50,71,6,89,90,99,498
98,63,80,29,63,7,472
22,96,80,19,79,21,496
56,34,58,58,25,78,395
58,88,91,25,66,1,481
76,24,10,56,66,19,448
5,44,23,32,96,57,451
36,28,43,1,96,15,474
71,74,89,47,13,33,444
56,76,15,37,13,37,432
68,70,58,54,91,20,426
79,6,65,38,27,93,469
2,28,24,99,81,32,496
93,78,88,30,35,14,483
82,48,44,23,90,68,428
90,69,88,22,13,31,484
74,20,89,31,90,25,480
42,63,77,36,18,85,432
18,26,67,78,11,97,490
10,72,81,33,72,29,456
53,77,60,20,35,6,432
48,22,19,12,92,48,444
40,89,74,70,36,93,454
40,36,62,77,92,41,417
11,16,55,93,54,57,436
89,15,64,97,66,69,475
82,86,72,67,46,46,419
44,14,24,56,84,3,457
51,42,23,27,62,33,390
33,65,63,34,46,74,392
84,16,82,2,51,23,479
42,49,50,91,86,87,427
75,13,90,31,12,24,487
36,4,44,36,72,30,423
22,41,98,69,46,76,437
54,76,29,0,85,84,474
32,93,29,83,53,13,458
85,48,58,1,71,78,447
29,36,57,84,18,55,416
18,78,64,48,65,65,410
7,18,29,20,15,75,487
23,62,33,93,90,20,472
40,25,40,28,87,3,452
55,19,97,71,51,77,437
87,81,49,34,51,33,406
93,87,81,51,56,39,434
37,4,92,4,85,35,499
95,56,24,86,62,19,460
34,82,89,6,52,22,464
92,93,57,46,84,21,463
99,44,47,61,59,80,412
73,36,94,84,91,88,499
6,74,1,94,47,32,484
10,85,57,1,86,15,505
32,94,44,2,97,73,489
0,75,51,19,84,97,492
45,31,54,49,46,36,348
40,96,27,56,50,88,427
15,61,34,55,33,37,399
21,86,46,55,64,48,393
65,29,25,13,22,28,449
5,32,17,51,69,11,457
61,46,20,88,65,22,429
53,99,24,85,28,81,470
56,84,6,0,38,35,463
11,63,20,61,90,26,460
9,59,4,19,54,97,481
20,61,47,10,13,4,468
90,22,67,60,78,48,429
46,13,84,11,91,46,461
83,83,76,46,62,41,421
79,80,67,78,29,24,455
96,61,34,17,25,97,481
20,35,80,43,87,0,471
43,96,36,47,27,10,434
57,10,8,26,97,8,504
40,98,97,90,79,4,524
60,83,92,63,1,16,485
75,63,88,27,31,21,450
47,5,4,59,16,14,474
27,8,93,6,46,60,468
100,5,71,79,54,82,486
13,98,47,90,38,56,449
85,45,66,67,43,63,397
33,91,37,1,42,57,437
92,70,86,57,47,30,432
69,90,28,69,46,95,453
90,50,39,31,85,11,447
34,93,88,31,1,76,494
2,85,13,41,14,37,479
53,28,91,84,13,10,480
35,64,41,94,88,3,470
84,21,79,23,93,0,515
96,49,92,61,50,52,407
80,95,45,58,49,27,415
99,94,31,6,83,34,508
99,87,47,19,38,23,461
91,7,27,50,97,47,460
3,97,72,50,20,17,482
28,13,68,64,80,88,463
70,78,52,88,79,28,444
58,78,80,85,93,72,472
32,24,14,30,92,11,482
97,65,31,28,77,83,467
6,9,48,14,74,24,474
78,42,93,74,48,81,440
80,78,69,56,44,80,424
56,75,28,74,46,43,391
40,89,20,87,89,35,473
1,51,73,32,91,39,446
51,61,20,93,20,45,423
35,56,73,59,56,57,371
78,44,98,78,69,14,469
85,30,27,65,92,14,474
98,95,37,43,75,0,491
81,90,0,49,79,75,480
9,14,63,22,89,71,481
16,11,92,53,80,9,492
2,40,48,23,95,32,451
36,44,48,48,52,99,377
40,54,46,80,49,26,375
53,83,50,60,74,42,383
23,64,20,41,75,79,437
77,73,97,25,42,70,454
12,79,90,5,76,87,519
92,77,2,83,90,39,505
75,56,53,83,19,71,424
45,76,56,22,8,17,442
80,16,1,70,4,92,524
73,61,66,62,77,43,401
90,96,96,68,64,21,498
3,36,41,4,73,75,466
1,83,63,51,20,10,469
84,41,62,50,98,38,419
59,25,78,61,9,6,461
25,22,8,9,83,74,495
1,66,48,48,55,83,410
69,81,60,9,23,51,433
25,3,95,50,44,54,430
10,91,95,50,44,25,460
79,45,65,83,42,80,424
89,42,27,26,4,79,471
14,66,67,4,91,98,508
66,71,97,85,98,14,508
8,99,87,50,43,40,448
31,47,51,6,54,39,384
19,64,58,13,27,94,460
1,97,43,39,38,66,444
29,45,42,72,80,84,423
99,72,66,88,40,19,470
28,14,37,1,35,27,458
5,47,34,33,73,65,421
65,80,84,50,53,84,422
75,78,68,53,74,99,453
94,1,90,74,93,64,519
0,86,1,26,47,93,507
86,1,73,10,52,92,496
48,2,5,83,10,8,511
61,14,16,2,81,69,482
83,69,0,10,61,45,461
3,59,57,25,25,2,463
5,19,91,83,57,46,464
15,6,37,90,67,11,490
49,30,84,89,52,43,406
41,86,35,36,26,98,448
33,63,12,11,63,54,427
92,54,22,16,71,91,474
60,27,56,13,55,94,429
41,65,16,11,83,26,456
53,73,66,97,24,54,424
37,73,96,27,83,11,480
81,58,52,10,17,72,440
76,97,39,8,95,27,497
86,77,15,12,87,94,521
72,36,39,33,37,49,379
92,8,5,92,86,21,539
60,85,15,63,77,97,472
4,33,83,99,38,5,504
43,74,40,34,65,29,395
96,93,32,72,1,74,506
12,48,2,26,14,79,478
12,93,0,73,76,72,506
34,23,89,57,37,50,405
19,28,3,94,16,45,484
68,64,95,82,48,86,452
49,72,89,36,85,91,456
61,65,10,96,22,68,462
4,11,23,59,34,49,439
55,60,73,57,92,55,398
90,23,76,42,95,86,486
84,85,32,56,30,70,437
60,87,2,95,70,17,497
62,40,61,55,22,43,376
12,3,85,97,54,80,505
73,23,32,51,90,27,435
2,2,11,76,72,38,497
87,53,82,1,64,87,477
42,23,94,22,43,6,459
6,40,12,45,40,82,440
7,13,78,55,66,74,457
10,57,53,8,62,86,444
49,57,30,10,22,45,402
38,82,52,94,55,66,416
79,56,30,70,31,26,421
33,94,95,35,37,3,483
77,40,89,11,89,63,471
49,41,15,80,67,44,400
32,47,15,15,39,46,406
89,19,86,60,71,18,473
93,59,3,63,83,33,466
40,53,68,41,33,50,360
46,35,93,66,57,78,417
10,16,46,49,80,54,415
25,26,37,47,98,93,458
22,61,46,82,48,38,391
70,57,76,11,58,48,406
60,69,88,15,95,1,500
54,42,35,63,96,74,414
35,23,5,49,77,23,443
64,78,90,76,26,32,454
90,28,47,39,60,0,438
22,1,55,24,17,76,469
66,89,67,30,63,47,412
22,94,1,64,39,37,461
29,38,58,33,38,20,401
76,77,27,73,5,61,459
36,57,76,81,17,79,444
27,6,10,57,45,0,470
5,74,64,86,1,4,517
10,76,66,42,13,74,454
84,14,25,80,78,32,474
38,76,94,27,16,3,488
53,-1,3,7,88,32,502
42,86,88,73,12,99,496
14,10,98,48,34,25,468
55,47,47,95,73,84,417
83,24,63,88,79,43,450
54,42,79,92,64,31,420
44,51,12,52,42,99,407
70,92,25,47,53,79,426
3,16,4,13,0,48,516
54,31,69,62,79,17,420
91,11,79,90,8,59,504
35,37,12,86,72,0,476
70,74,76,2,88,31,479
18,19,77,77,76,52,449
52,31,95,98,30,28,459
28,96,5,81,3,25,518
38,59,16,82,53,54,398
43,54,13,8,64,17,439
77,95,31,14,34,11,484
65,7,4,14,79,79,501
43,76,80,57,81,61,417
14,49,20,82,9,36,455
20,83,54,32,75,15,448
13,94,72,94,4,69,516
58,88,66,22,63,82,440
78,13,43,10,17,10,486
65,22,27,92,62,66,440
53,86,35,79,79,28,438
76,61,29,43,34,53,387
23,7,91,65,72,54,456
40,19,36,67,90,16,448
15,73,61,26,80,38,438
10,45,65,7,52,83,441
69,54,8,16,6,48,447
7,47,14,77,1,61,471
95,18,47,90,86,37,472
26,46,29,57,39,62,381
25,66,38,41,52,82,399
73,8,60,99,88,29,487
95,31,73,81,6,81,497
17,50,81,81,99,83,482
88,47,72,6,35,55,430
23,4,29,70,83,65,465
71,45,47,55,43,22,371
73,54,41,93,46,64,401
32,44,19,82,80,24,445
22,67,91,46,61,21,433
22,90,82,79,27,6,499
69,77,62,37,32,69,412
77,18,37,64,93,45,437
39,2,61,34,96,44,440
88,40,88,95,49,97,483
0,36,19,54,3,31,466
99,95,72,54,94,51,471
53,51,94,78,36,81,426
45,0,19,3,72,47,459
30,65,54,87,75,21,434
88,65,87,6,65,13,490
17,27,57,49,14,86,438
36,2,72,12,84,42,466
41,46,32,74,72,27,402
8,56,40,19,41,90,440
82,30,70,67,68,70,432
13,17,51,73,49,7,440
54,85,5,0,58,14,481
15,75,30,64,81,15,463
69,76,23,71,81,45,433
77,67,20,80,70,38,440
18,53,34,67,89,4,456
50,55,89,86,95,97,478
96,19,92,98,46,45,479
24,2,38,18,92,57,469
90,74,89,8,42,73,480
42,74,78,34,66,22,423
53,82,64,45,64,48,374
32,60,23,9,44,70,424
40,52,46,46,9,32,380
25,1,73,93,79,25,497
7,43,12,9,8,71,493
85,13,14,9,79,53,484
86,97,27,35,61,65,451
55,74,61,9,81,82,449
5,92,57,79,59,15,471
60,49,88,40,28,97,431
42,52,58,59,67,61,360
79,2,25,88,59,91,494
23,19,84,77,47,90,465
74,52,25,62,37,57,387
86,70,47,56,39,64,394
86,56,33,17,69,59,424
48,46,70,63,59,66,368
67,37,49,22,93,53,408
70,42,87,82,62,7,456
95,81,44,47,61,97,447
59,29,39,86,6,10,463
6,9,72,81,39,49,452
19,50,31,17,53,11,427
21,93,82,16,77,19,499
27,89,80,97,72,75,491
54,68,3,80,51,71,426
19,70,26,61,50,11,428
94,33,36,12,5,46,463
18,28,88,16,75,79,483
49,43,58,37,25,15,390
4,53,81,79,7,24,481
94,15,49,36,21,65,440
35,-1,97,84,40,4,505
60,27,18,39,61,2,437
74,55,36,91,77,93,459
68,54,21,47,59,3,413
17,69,41,68,37,35,409
59,76,78,34,86,65,435
54,34,16,85,37,57,412
97,51,10,36,18,29,457
96,70,95,46,72,96,488
71,35,80,66,7,66,445
31,59,80,66,24,9,444
96,77,31,50,59,39,416
6,24,55,43,89,22,451
7,80,1,79,57,1,510
14,62,67,8,14,88,484
17,52,14,70,88,75,458
99,81,80,77,1,91,532
70,86,5,7,44,26,476
38,30,30,53,95,81,434
71,11,90,41,76,86,475
78,87,76,19,52,22,456
38,37,47,83,87,41,409
97,9,17,17,52,3,505
29,54,23,37,11,99,455
33,79,82,18,34,29,449
3,53,0,33,60,88,468
5,28,13,87,75,7,511
27,51,79,31,35,87,427
14,83,96,15,55,48,460
10,27,88,16,85,68,491
78,44,53,11,82,11,450
25,68,35,80,16,6,468
8,42,2,43,44,81,443
60,94,89,78,1,71,496
28,24,36,87,77,66,445
48,72,6,15,13,65,457
32,92,95,25,85,44,474
26,3,35,75,47,80,446
49,65,55,41,12,24,396
73,80,59,19,79,30,446
81,82,79,63,71,51,433
5,32,39,9,83,73,473
93,64,53,1,18,47,447
78,67,82,44,58,12,433
8,42,53,18,58,34,411
2,48,12,67,46,80,441
34,31,28,46,23,84,423
3,3,11,86,81,67,520
64,50,93,17,42,34,417
91,48,79,92,63,60,442
36,62,75,28,47,72,401
23,86,7,79,71,31,478
92,18,42,87,81,85,489
81,48,14,50,19,30,422
82,4,43,90,80,7,501
96,23,20,82,33,34,470
95,90,94,53,7,34,495
93,81,19,92,28,15,507
47,58,41,78,13,60,398
71,87,78,33,60,39,428
38,12,64,49,90,12,445
99,72,51,2,96,57,478
20,73,87,66,31,42,436
25,45,40,86,85,57,421
81,2,48,37,72,89,458
57,89,89,1,0,69,507
41,26,74,95,98,36,467
54,87,71,50,77,40,404
63,7,9,90,46,86,480
65,29,6,76,10,93,492
47,21,80,29,10,67,442
14,74,38,28,42,41,412
57,6,87,75,60,61,439
70,56,94,60,86,74,446
64,93,45,26,23,33,432
17,61,58,36,73,82,425
36,36,78,61,45,93,418
32,3,46,10,8,76,478
16,10,40,71,68,1,474
42,99,28,55,37,2,447
88,26,41,7,83,26,473
63,23,13,0,33,4,491
79,14,20,54,62,11,453
34,21,25,6,93,57,466
58,74,77,18,97,35,457
39,17,48,92,81,93,465
81,60,96,20,68,94,484
36,69,50,17,34,75,410
87,25,47,47,15,35,419
5,52,83,63,77,81,456
95,89,67,99,72,21,506
10,28,13,6,9,25,509
14,75,64,4,93,18,499
68,57,93,70,42,87,438
85,70,35,49,19,14,440
79,48,66,71,49,95,418
64,70,99,32,61,16,450
98,68,56,6,63,8,475
86,97,87,44,12,84,502
93,87,42,40,10,12,478
74,56,18,81,15,66,448
76,34,2,73,96,30,482
75,24,16,83,48,4,468
